round,round_status,round_start_s,round_target_s,round_finalize_s,round_duration_s,satellite_id,plane_index,sat_index,total_sum,norm_annualcrop,norm_forest,norm_herbaceousvegetation,norm_highway,norm_industrial,norm_pasture,norm_permanentcrop,norm_residential,norm_river,norm_sealake,landcover_norm_tree_cover,landcover_norm_shrubland,landcover_norm_grassland,landcover_norm_cropland,landcover_norm_built_up,landcover_norm_bare_sparse_vegetation,landcover_norm_snow_and_ice,landcover_norm_permanent_water_bodies,landcover_norm_herbaceous_wetland,landcover_norm_mangroves,landcover_norm_moss_and_lichen
1,complete,0,89.60676368778634,90,90,180,18,0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,complete,91,180.60676368778633,181,90,180,18,0,90.00000000000003,0.004885622548856224,0.009960115099601149,0.006888200068881998,0.0001962766686294333,0.0001962766686294333,0.006132720061327198,0.004885622548856224,0.0001962766686294333,0.48332944483329443,0.48332944483329443,0.007554800075548,0.0049161750491617485,0.006132720061327198,0.009771245097712449,0.0005888300058882999,0.00042773500427734996,0.0,0.9666588896665889,0.0015442900154428996,0.002405315024053149,0.0
3,complete,182,271.6067636877863,272,90,180,18,0,90.00000000000001,0.08794120587941201,0.17928207179282069,0.12398760123987579,0.003532980035329796,0.003532980035329796,0.11038896110388959,0.08794120587941201,0.003532980035329796,0.19993000699930025,0.19993000699930025,0.13598640135986392,0.08849115088491132,0.11038896110388959,0.17588241175882402,0.01059894010598939,0.007699230076992285,0.0,0.3998600139986005,0.027797220277972205,0.043295670432956755,0.0
4,complete,273,362.6067636877863,363,90,180,18,0,89.99999999999994,0.06321348398493475,0.12347895977068979,0.21717826306258256,0.002673834616538351,0.002673834616538351,0.11519362919263618,0.06321348398493475,0.002673834616538351,0.20485033807730346,0.20485033807730346,0.09413411647724132,0.06307066893310662,0.11519362919263618,0.1264269679698695,0.008021503849615055,0.13426836705218367,0.0,0.4097006761546069,0.019839227077292295,0.02934484329344848,0.0
5,complete,364,453.6067636877863,454,90,180,18,0,89.99999999999997,0.011199999999999993,0.006099999999999998,0.41320000000000046,0.000866666666666666,0.000866666666666666,0.12529999999999994,0.011199999999999993,0.000866666666666666,0.21519999999999978,0.21519999999999978,0.006099999999999998,0.009600000000000023,0.12529999999999994,0.022399999999999986,0.0025999999999999977,0.40050000000000047,0.0,0.43039999999999956,0.0030999999999999977,0.0,0.0
6,complete,455,544.6067636877864,545,90,180,18,0,89.99999999999997,0.011199999999999993,0.006099999999999998,0.41320000000000046,0.000866666666666666,0.000866666666666666,0.12529999999999994,0.011199999999999993,0.000866666666666666,0.21519999999999978,0.21519999999999978,0.006099999999999998,0.009600000000000023,0.12529999999999994,0.022399999999999986,0.0025999999999999977,0.40050000000000047,0.0,0.43039999999999956,0.0030999999999999977,0.0,0.0
7,complete,546,635.6067636877864,636,90,180,18,0,89.99999999999987,0.004533333333333323,0.0024333333333333286,0.714933333333333,0.00033333333333333506,0.00033333333333333506,0.11723333333333374,0.004533333333333323,0.00033333333333333506,0.07766666666666659,0.07766666666666659,0.002433333333333329,0.009533333333333331,0.11723333333333376,0.009066666666666648,0.0010000000000000054,0.7024999999999998,0.0,0.1553333333333332,0.002900000000000004,0.0,0.0
8,complete,637,726.6067636877864,727,90,180,18,0,89.99999999999993,0.03424000000000005,0.07576000000000009,0.6209999999999999,0.0018533333333333344,0.0018533333333333344,0.17079999999999987,0.03424000000000005,0.0018533333333333344,0.029200000000000025,0.029200000000000025,0.07576000000000009,0.025100000000000032,0.17079999999999987,0.0684800000000001,0.005560000000000004,0.5938599999999998,0.0,0.05840000000000005,0.0020400000000000054,0.0,0.0
9,complete,728,817.6067636877864,818,90,180,18,0,90.00000000000001,0.08380000000000007,0.18849999999999986,0.2537999999999998,0.0045333333333333285,0.0045333333333333285,0.2572,0.08380000000000007,0.0045333333333333285,0.05965000000000009,0.05965000000000009,0.18849999999999986,0.048500000000000064,0.2572,0.16760000000000014,0.013599999999999985,0.20439999999999975,0.0,0.11930000000000018,0.000899999999999999,0.0,0.0
10,complete,819,908.6067636877864,909,90,180,18,0,89.99999999999993,0.0751111111111113,0.17618222222222224,0.2973722222222221,0.004584444444444441,0.004584444444444441,0.22359444444444398,0.0751111111111113,0.004584444444444441,0.06943777777777785,0.06943777777777785,0.17618222222222224,0.0416255555555556,0.22359444444444398,0.1502222222222226,0.013753333333333324,0.25476999999999983,2.5555555555555574e-05,0.13885000000000014,0.000925555555555556,0.0,5.111111111111115e-05
11,complete,910,999.6067636877864,1000,90,180,18,0,89.99999999999996,0.0498,0.14029999999999998,0.4242999999999997,0.004733333333333333,0.004733333333333333,0.12570000000000017,0.0498,0.004733333333333333,0.09795000000000005,0.09795000000000005,0.1403,0.021600000000000032,0.12570000000000017,0.09960000000000001,0.014200000000000003,0.4014999999999997,0.00010000000000000007,0.1958000000000001,0.0010000000000000013,0.0,0.00020000000000000015
12,complete,1001,1090.6067636877863,1091,90,180,18,0,89.99999999999996,0.0498,0.14029999999999998,0.4242999999999997,0.004733333333333333,0.004733333333333333,0.12570000000000017,0.0498,0.004733333333333333,0.09795000000000005,0.09795000000000005,0.1403,0.021600000000000032,0.12570000000000017,0.09960000000000001,0.014200000000000003,0.4014999999999997,0.00010000000000000007,0.1958000000000001,0.0010000000000000013,0.0,0.00020000000000000015
13,complete,1092,1181.6067636877863,1182,90,180,18,0,90.00000000000003,0.09389833333333324,0.2846044444444446,0.19376111111111127,0.005222592592592593,0.005222592592592593,0.1448377777777779,0.09389833333333324,0.005222592592592593,0.08666611111111094,0.08666611111111094,0.2846044444444446,0.011787777777777746,0.1448377777777779,0.18779666666666647,0.01566777777777778,0.17671111111111132,3.666666666666664e-05,0.17329555555555523,0.0051888888888888905,0.0,7.333333333333328e-05
14,complete,1183,1272.6067636877863,1273,90,180,18,0,90.00000000000006,0.14305000000000007,0.4155999999999999,0.011199999999999998,0.005933333333333337,0.005933333333333337,0.16910000000000006,0.14305000000000007,0.005933333333333337,0.05009999999999994,0.05009999999999994,0.4155999999999999,0.0005,0.16910000000000006,0.28610000000000013,0.01780000000000001,0.0006999999999999989,0.0,0.10019999999999989,0.01,0.0,0.0
15,complete,1274,1363.6067636877863,1364,90,180,18,0,90.00000000000001,0.1619135012609848,0.39790413536424174,0.015594580986345806,0.004882043869687114,0.004882043869687114,0.17339149162861506,0.1619135012609848,0.004882043869687114,0.03731832894488324,0.03731832894488324,0.39790413536424174,0.000977706118277061,0.17339149162861506,0.3238270025219696,0.014646131609061341,0.0006999665588996644,0.0,0.07463665788976648,0.01391690830916908,0.0,0.0
16,complete,1365,1454.6067636877863,1455,90,180,18,0,90.00000000000003,0.18253174682531725,0.3785621437856218,0.020397960203979573,0.0037329600373295926,0.0037329600373295926,0.17808219178082202,0.18253174682531725,0.0037329600373295926,0.023347665233476683,0.023347665233476683,0.3785621437856218,0.0014998500149984992,0.17808219178082202,0.3650634936506345,0.011198880111988777,0.0006999300069992986,0.0,0.046695330466953365,0.018198180181981775,0.0,0.0
17,complete,1456,1545.6067636877863,1546,90,180,18,0,89.99999999999994,0.1285141097001412,0.33208317501583123,0.032565760090657626,0.0025850192758501934,0.0025850192758501934,0.32470319634703226,0.1285141097001412,0.0025850192758501934,0.022932295659322952,0.022932295659322952,0.33208317501583123,0.0013332666733326707,0.32470319634703226,0.2570282194002824,0.007755057827550581,0.016477746669777464,0.0,0.045864591318645904,0.01469919119199194,0.0,5.555555555555559e-05
18,complete,1547,1636.6067636877863,1637,90,180,18,0,89.99999999999997,0.08530000000000013,0.29489999999999955,0.042300000000000025,0.0016666666666666683,0.0016666666666666683,0.4420000000000002,0.08530000000000013,0.0016666666666666683,0.02259999999999998,0.02259999999999998,0.29489999999999955,0.001200000000000003,0.4420000000000002,0.17060000000000025,0.0050000000000000044,0.029100000000000008,0.0,0.04519999999999996,0.011900000000000018,0.0,0.00010000000000000005
19,complete,1638,1727.6067636877863,1728,90,180,18,0,89.99999999999994,0.08424562465975619,0.22887282593962816,0.08234766667777671,0.001229564080628975,0.001229564080628975,0.4861510537835106,0.08424562465975619,0.001229564080628975,0.015224256018842605,0.015224256018842605,0.22887282593962816,0.012146604450666046,0.4861510537835106,0.16849124931951237,0.003688692241886925,0.030933464542434647,0.0,0.03044851203768521,0.03923315324023157,0.0,3.444444444444445e-05
