round,round_status,round_start_s,round_target_s,round_finalize_s,round_duration_s,satellite_count,total_sum,norm_annualcrop,norm_forest,norm_herbaceousvegetation,norm_highway,norm_industrial,norm_pasture,norm_permanentcrop,norm_residential,norm_river,norm_sealake,landcover_norm_tree_cover,landcover_norm_shrubland,landcover_norm_grassland,landcover_norm_cropland,landcover_norm_built_up,landcover_norm_bare_sparse_vegetation,landcover_norm_snow_and_ice,landcover_norm_permanent_water_bodies,landcover_norm_herbaceous_wetland,landcover_norm_mangroves,landcover_norm_moss_and_lichen
58,complete,5187,5276.606763687786,5277,90,200,18000.000000000004,0.023499888159332613,0.168318277916374,0.09979197307342513,0.0015481087339225647,0.0015481087339225647,0.11558855127740837,0.023499888159332613,0.0015481087339225647,0.28232854760617976,0.28232854760617976,0.16736081328443145,0.03420838566550061,0.11558855127740837,0.046999776318665226,0.0046443262017676935,0.05905020979429758,0.002970287299920212,0.5616868079124392,0.0036812941182306825,0.0009574646319425602,0.002852083495396351
59,complete,5278,5367.606763687786,5368,90,200,17999.999999999996,0.02399721479313099,0.15374914787834837,0.10236581421758177,0.0015681291135762397,0.0015681291135762397,0.1175962393960789,0.02399721479313099,0.0015681291135762397,0.28679499079050014,0.28679499079050014,0.15288285929454193,0.031406178288735355,0.11759623939607886,0.04799442958626196,0.004704387340728721,0.0644069819688477,0.0024314346626994904,0.5711585469183009,0.0038005943381191655,0.0008662885838064267,0.0027520596218795117
60,complete,5369,5458.606763687786,5459,90,200,18000.000000000004,0.0212119998639386,0.1529198190418511,0.10767920292126182,0.0013413373722366408,0.0013413373722366408,0.11561762471785546,0.0212119998639386,0.0013413373722366408,0.2886676707372222,0.2886676707372222,0.15199911013784254,0.0358386305478843,0.11561762471785546,0.0424239997278772,0.004024012116709921,0.06406787111980679,0.0036966738499334233,0.5736386676245112,0.004355096516080511,0.0009207089040084699,0.0034176047374901795
61,complete,5460,5549.606763687786,5550,90,200,18000.0,0.019281787798808958,0.15516671539079213,0.11710659321012504,0.0010934511809526655,0.0010934511809526655,0.11016973130438777,0.019281787798808958,0.0010934511809526655,0.28785651547710955,0.28785651547710955,0.1541024371391634,0.03984474857896437,0.11016973130438773,0.0385635755976179,0.003280353542857994,0.06765355483463659,0.0043521601618018895,0.5713608707924174,0.005246119163021181,0.0010642782516287641,0.0043621706335028685
62,complete,5551,5640.606763687786,5641,90,200,17999.999999999996,0.021782940523610805,0.14496815906132834,0.11251510517009354,0.001371064508500214,0.001371064508500214,0.11184679387430162,0.021782940523610805,0.001371064508500214,0.2914954336607772,0.2914954336607772,0.14410540412918596,0.03627649014727212,0.1118467938743016,0.0435658810472216,0.004113193525500642,0.06904487027678273,0.002810667314214033,0.5801802000073403,0.004090598284186012,0.0008627549321423628,0.0031031464618526076
63,complete,5642,5731.606763687786,5732,90,200,17999.999999999996,0.022982396939337024,0.15528489872313267,0.10375229288121547,0.001501948194168609,0.001501948194168609,0.11662889824336768,0.022982396939337024,0.001501948194168609,0.28693163584555215,0.28693163584555215,0.15435663763482776,0.03260251800130988,0.11662889824336763,0.045964793878674026,0.004505844582505829,0.06449352650950077,0.0029830399381813384,0.570880231752923,0.003770686742975249,0.0009282610883048185,0.00288556162742958
64,complete,5733,5822.606763687786,5823,90,200,18000.000000000004,0.023975201100299878,0.17139664128774382,0.0929995362999449,0.0015897385014284067,0.0015897385014284067,0.11965683505040663,0.023975201100299878,0.0015897385014284067,0.28161368482850985,0.28161368482850985,0.1703887709539045,0.03625489868275065,0.11965683505040665,0.04795040220059976,0.004769215504285222,0.05019492393755028,0.00226189612187116,0.5609654735351486,0.004011755197938119,0.0010078703338392203,0.0025379584817058886
65,complete,5824,5913.606763687786,5914,90,200,17999.999999999996,0.024001610479212197,0.15994884176769814,0.10891329665610858,0.0015678177605045205,0.0015678177605045205,0.11462651645593464,0.024001610479212197,0.0015678177605045205,0.2819023354401604,0.2819023354401604,0.1590294584630021,0.036080567158032414,0.11462651645593458,0.048003220958424374,0.0047034532815135605,0.06619076869956339,0.0029511123025302956,0.5608535585777905,0.003797421138275042,0.0009193833046959696,0.002844539660237746
66,complete,5915,6004.606763687786,6005,90,200,17999.999999999996,0.02351544306786404,0.1551059554549294,0.1073665127845131,0.0015531504462380783,0.0015531504462380783,0.11790383112467533,0.02351544306786404,0.0015531504462380783,0.2839666815807199,0.2839666815807199,0.1543106855407571,0.033840942790736676,0.11790383112467531,0.047030886135728076,0.0046594513387142366,0.0670473023660968,0.0024744722999590885,0.5654588908614809,0.0036902183459220582,0.000795269914172239,0.0027880492817575196
67,complete,6006,6095.606763687786,6096,90,200,18000.000000000004,0.02014236718162382,0.15709151573018929,0.1072644932325361,0.0011497399815949035,0.0011497399815949035,0.11451822491034089,0.02014236718162382,0.0011497399815949035,0.28869590590945066,0.28869590590945066,0.15611355659716217,0.03498607696079361,0.11451822491034089,0.04028473436324764,0.0034492199447847096,0.06354718622498194,0.004201751226894894,0.5731900605920064,0.0049094943933208225,0.000977959133027119,0.003821735653439768
68,partial,6097,6186.606763687786,6107.709188424394,10.709188424393687,200,1999.9999999999995,0.018755362216085175,0.16007781790327025,0.11186748874522924,0.0010731672903281835,0.0010731672903281835,0.11167982371059058,0.018755362216085175,0.0010731672903281835,0.28782232166887756,0.28782232166887756,0.15907532429479038,0.037311037833479804,0.1116798237105906,0.03751072443217036,0.0032195018709845506,0.06496396486136963,0.005045446919810205,0.5705991964179449,0.004901423632779198,0.001002493608479765,0.004691062417600679
